emoji_in,label,backtranslated_tweet
"ceritakan tentang diri anda 1. pio 2. tidak diketahui 3. stevie wonder - faith 4. 783 ++ 5. webtoon 6. f, b, a 7. u*j 8. indonesia 9. - 10. - 11. katak 12. 2019-2020 13. makanan manis 14. sekitar 173-174 jatuhkan emoji, saya akan mengirimkan pertanyaan kepada anda.",Netral,"Ceritakan tentang diri anda 1. pio 2. tidak diketahui 3. stevie wonder - iman 4. 783 ++ 5. webtoon 6. f, b, a 7. u*j 8. indonesia 9. - 10. - 11. katak 12. 2019-2020 13. makanan manis 14. tentang 173-174 jatuhkan emoji, saya akan mengirimkan pertanyaan kepada anda."
anjinglah nonton alchemy of souls ketika adalah penyesalan terbesar w (kepo bgt),Negatif,Doglah menonton alkimia jiwa ketika adalah penyesalan terbesar w (kepo bgt)
gw jg ga akan dan beruma terus ga aktif di ig yah. bener2 sosmed gw skrng twitter aja. mau chalenge sm diri sendiri yaaaaa. selama setahun 2022 buka ini aja. siapa tau ini hari hari terakhir gw jd ga ada yg bs kepo sm hidup w w,Negatif,Aku tak akan pernah bisa masuk ke dunia ini lagi. Aku sangat bersemangat tentang ini.
"w yg gprnh bikin tweets buat pikri, tp org² nyangkanya buat dia. paan woi, tweet isi w mah buat tmn w semua, pikri mah anteng kalem, gapernah bikin w overtinking. bikin w galau aja kyk gprnh. bikin seneng mulu iya.",Negatif,Aku tidak yakin apa yang di tweet tentang. Aku tidak yakin apa yang di tweet tentang.
apakah kita benar -benar memanggil chris evan jamal untuk sementara waktu atau saya hanya mengalami mimpi demam?,Netral,Apakah kita benar-benar menelepon Chris Evan Jamal untuk sementara waktu atau aku hanya memiliki demam mimpi?
"terimakasih 2020, badaaimu sungguhh luar biasa, bnyk hal yg bisa di syukuri selain puasa sebulan full dirumah karena korona, semoga di 2021 bnyk hadiah dan kejutan baik yg belum pernah dirasain (naksir saya melamar) misal :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey: :see-no-evil_monkey:",Positif,"Terimakasih 2020, badaaimu sungguhh luar biasa, bnyk hal yang bisa di syukuri selain puasa sebulan penuh dirumah karena corona, semoga di 2021 bnyk hadiah dan kejutan baik yang belum pernah dirasain (naksir saya melamar) contoh: lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet: :lihat-tidak-buruk_monyet:"
". bagaimana kopi anda hari ini?. seorang buruh menggunakan obor saat bekerja di situs renovasi pusat perbelanjaan di jakarta, indonesia, 30 oktober 2020. reuters/**** kurniawan @ jakarta, indonesia",Netral,"Bagaimana Anda menyalin hadiah Anda? seorang pekerja yang menggunakan karyanya saat bekerja di pusat perbelanjaan pusat renovasi situs di Jakarta, Indonesia, 30 Oktober 2020."
bahkan perasaan memiliki perasaan,Netral,Bahkan perasaan memiliki perasaan
nobar sama kesayangan aku smua nyaaaa bestie akuh:beaming_face_with_smiling_eyes:,Positif,Nobar sama kesayangan aku tersenyum baruaa bestie akuh:beaming_face_with_smile_eyes:
"ini adalah akhir oktober, perasaan halloween masih ada. :smiling_face_with_horns::smiling_face_with_horns::smiling_face_with_horns::smiling_face_with_horns:",Positif,"Ini akhir Oktober, perasaan Halloween masih ada."
hbd taeee :purple_heart: saya harap anda berulang tahun dengan anggota bahkan dengan situasi saat ini :sneezing_face::pleading_face:,Positif,Aku harap kau akan kembali ke pesta meskipun dengan situasi saat ini.
"kemanapun healing nya, tetep aj nangis.",Negatif,"Aku akan menyembuhkan bayi saya, saya akan menangis."
"tn. jose ... saya membutuhkan pria yang dapat mengikuti saya di masa depan. dr. mo dapat menyamai posisi saya. mo keren, mandiri, dan tidak manja. yang terpenting romantis. saya membutuhkan pria yang tidak posesif yang dapat memahami prioritas mana. karena saya akan bertemu banyak dokter",Positif,"Mr Joseph... aku butuh seorang pria yang bisa mengikutiku di masa depan Dr Mo bisa mengisi posisiku Mo keren, mandiri, dan tidak manja yang terpenting romantis"
bingung tentang makan malam. makin cek app makin mau pilih daerah kemana buat minggu makin mumet.,Negatif,Aku bingung tentang makan malam malam ini aku membuat aplikasi cek aku memilih tempat untuk pergi minggu depan
boros berkedok healing,Negatif,Boros Berkedok sembuh.
akhirnya tadi dengerin yoongi nyanyi life goes on live itu healing banget,Positif,Akhirnya tadi dengerin yoongi nyanyi hidup terus hidup ia menyembuhkan sangat banyak
"abis baca berita soal pasien covid dikucilkan dan dibully alhamdulillah orang terdekatku baik baik hati. kemaren rumah camer dtg mantan pasien covid dan uda negatif ​​malah diterya camer ""samean wes waras tenan a pak? ojo kesel2"" sanuy aja gitu camerku :red_heart:",Positif,"Saya telah membaca berita tentang pasien COVID dikucilkan dan dibully alhamdulillah orang terdekatku baik hati. kemaren rumah kamera dtg mantan pasien COVID dan uda negatif malah diterya kamera ""samaan wes waras tenan pak? ojo kesel2"" sanuy aja gitu kameraku:red_heart:"
"meskipun ada cr 7, masih membutuhkan kedalaman yang baik dari pago pago rosford rosford yang masih membutuhkan b. sesesco + antony santos bukan antony elanga. meskipun fdj tersedia, masih membutuhkan dm baru untuk menemani eriksen dan bergantian dengan fred. karena fernandes ???",Netral,"Meskipun ada CR 7, aku masih perlu melakukan beberapa hal baru dari membayar gaji Rosford."
"pengen gitu cuaca bagus gini staycation dipuncak yg pinus ""gitu, berasa sepi, sejuk damai. menikmat penyembuhan sambil minum teh chamomile, baca buku/ngobrol berdua dan no gadget.:winking_face: perbaiki enak banget nodebat",Positif,"Saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik, saya ingin menjadi orang baik,"
"jika anda berada di dekat 30 -an dan masih kurang pengalaman kerja, saran saya adalah untuk bergegas. ambil proyek apa pun yang bisa anda lakukan. bangun portofolio anda sebaik mungkin.",Positif,"Jika Anda berusia 30 tahun dan masih belum memiliki pengalaman kerja, saran saya adalah pergi ke Bergegas, ambil proyek apa pun yang bisa Anda lakukan, membangun portofolio Anda sebaik mungkin."
"tapi jatuhya unik sih, lucu malah jdi pengen niruin. daripada denggerin anak jaksel ngomong yg secara harfiah yg kek yang merupakan ricis level lima gapake keju ...",Negatif,Tapi aku jatuh dalam situasi yang unik. Aku tidak akan menjadi anak.
"bahkan jika dc berhasil sekarang, dapatkah ceo-nim membuat mentimun dreamcatcher menjadi kenyataan? :backhand_index_pointing_right_light_skin_tone::backhand_index_pointing_left_light_skin_tone:",Netral,"Bahkan jika DC berhasil sekarang, apakah CEO-nim bisa membuat penangkap mimpi pria menjadi kenyataan?"
orang² pada kenapa sih. udah panya kehidupan masing2 masih aja kepo sama kehidupan masalalunya -_-,Negatif,Aku sudah muak dengan hidup satu sama lain.
"saya hanya memesan pengajuan paling berbahaya di jiu jitsu untuk orang -orang yang saya hormati atau untuk anon seram sok jago. perbedaannya adalah dengan yang terakhir, saya tidak akan melepaskan bahkan jika mereka mengetuk :victory_hand:",Netral,Aku hanya memesan pengajuan paling berbahaya dalam jiu jitsu untuk orang-orang yang aku terhormat atau untuk anon seram sok jago.
selamat akhir pekan panjang bestie,Positif,"Selamat minggu lalu, teman panjang."
orang -orang fomo di atas beruang..saya bergabung dengan seekor burung.,Positif,Orang-orang Fomo di atas beruang... aku bergabung dengan salah satu burung.
apa gunanya hidup jika anda setidaknya tidak mencoba melakukan sesuatu yang luar biasa.,Positif,Bagaimana jika kau tidak mencoba melakukan sesuatu yang luar biasa?
mam bestie,Netral,Aku yang terbaik
akhirnya healing ke jogja :face_with_tears_of_joy::love-you_gesture_light_skin_tone:,Positif,Akhirnya menyembuhkan ke jogja: wajah_dengan_ air mata_kebahagiaan::love-you_gesture_light_skin_tone:
"dikatakan tasim (45) nelayan muaragembong bahwa ceceran oil spill tsb sngt merugikan nelayan setempat akibat ikan laut susah didapat, pasalnya ceceran minyak tesebut masih bnyak mengambang di sepanjang laut muaragembong. cc",Netral,"Tasim (45) Nelayan Muaragembong mengatakan bahwa tumpahan minyak Ceceran Tsb Sngt Merugikan Nelayan setempat sebagai akibat ikan laut susah didapat, pasalnya minyak Ceceran tesebut masih banyak mengambang di sepanjang laut Muaragembong. cc"
"saya hanya berbagi masa lalu yang mengerikan kepada seorang teman, dan saya merasa lebih buruk mengetahui reaksinya .. inilah alasan mengapa saya harus tetap diam dan tidak punya teman. :pensive_face:",Negatif,"Aku hanya berbagi masa lalu mengerikan dengan seorang teman, dan aku merasa lebih buruk mengetahui reaksi nya .. ini alasan mengapa aku harus diam dan tidak memiliki teman."
"selain ngungkapin rasa sayang kepada orang yg tepat, pengen bara adaorang yg jadi sistem dukungan kita disaat kita lagi down-downnya :)",Positif,"Selain mengungkapkan perasaan cinta saya kepada orang yang tepat, saya ingin bersama orang yang tepat sehingga sistem dukungan kami akan ada di tempat ketika kita kembali ke bawah."
apakah virus corona mungkin memiliki inteligensi tingkat tinggi untuk memahami apa yang mereka inginkan dan menyebarkan spesies mereka untuk mengambil alih kemanusiaan di seluruh dunia?,Negatif,Apakah virus corona mungkin memiliki tingkat kecerdasan yang tinggi untuk memahami apa yang mereka inginkan dan menyebarkan spesies mereka untuk merebut kemanusiaan di seluruh dunia?
"ketika anda lebih suka tindakan daripada kata -kata, yang akan anda lihat adalah warisan. jadi terus bergerak dan buat warisan sebanyak yang anda bisa. @ bukit batu jpg mtb trail park",Positif,"Jika Anda lebih suka tindakan daripada kata-kata, apa yang Anda lihat adalah warisan. Jadi terus bergerak dan membuat warisan sebanyak yang Anda bisa. @bukit batu jpg mtb trail park"
"tumpah adek gua ehh lebih tepatnya adek sepupu sih, jadi dia kelas 6 dan baru dibohin megang hp sm ortuny, snap wa pertama dia ini ****. asli pengen ketawa hhhh.",Positif,"Aku sedikit lebih dari anak, jadi aku di kelas enam dan baru saja mendapat kesempatan besar."
"""energinya masih kuat, jadi, hal -hal masih akan berada di permukaan untuk dihadapi, dan untuk beberapa lebih banyak lagi. lot -lot dari pekerjaan bayangan yang terjadi di sini, dan itu perlu, karena may benar -benar awal yang baru dan level baru"" menjadi dia.",Positif,"""Energi masih kuat, jadi, energi masih akan berada di permukaan untuk hadir, dan untuk beberapa lagi. Banyak pekerjaan di bayangan apa yang terjadi di sini, dan itu diperlukan, karena itu benar-benar mungkin awal dari tingkat baru dan yang baru"" katanya."
yang kek gini ni manas-manasin bikin konten viral berujung spill ato gak **** pose :unamused_face:,Negatif,Yang kek gini ni manas-manasin bikin konten viral berujung tumpah di gak **** pose: unused_face:
keluarga kami terpisah di dua kota tonite. tapi kami berhasil berdoa bersama sebelum 2022 masuk. apa yang saya butuhkan untuk mengatasi kecemasan saya.,Negatif,Keluarga kami terpecah di dua kota. Tapi kami bisa berdoa bersama sebelum tahun 2022 memasuki.
saya minta maaf karena saya tidak bisa bergabung dengan online live meskipun saya sangat menginginkannya ..,Negatif,Maaf karena aku tidak bisa bergabung dengan live online meskipun aku benar-benar tidak ingin..
ndamao terlalu banyak berpikir. hyksss,Negatif,Aku tidak terlalu berpikir.
"entah bagaimana menikah bukanlah solusi, kita harus menjaga diri kita terlebih dahulu.",Positif,"Aku tidak tahu bagaimana menikah, tapi kita harus mengurus diri kita sendiri dulu."
selamat siang bestie:winking_face::winking_face::smiling_face_with_smiling_eyes:,Netral,Selamat sore terbaik: berkedip-kedip wajah:: berkedip-kedip wajah:: tersenyum_ wajah_dengan_mata_menertawakan:
"sedikit demi sedikit, lama lama menjadi bukit .. ada buah dari hasil kesabaran yang panjang kalem, santuy, fokus",Positif,"Sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit, sedikit"
besok enaknya staycation di mana yah ... ?? pengen tempat yg nyaman .... :smiling_face_with_smiling_eyes::winking_face::OK_hand::OK_hand:,Netral,Besok enaknya staycation di mana yah ... ?? pengen tempat yang nyaman .... : senyum_wajah_dengan_menertawakan_mata:: menatap_wajah::OK_tangan::OK_tangan:
"ak pikir ak doang yg mlm suka overfinking, eh trnyata km juga. hehe",Negatif,"Aku pikir aku terlalu berpikir, tapi aku tidak terlalu yakin."
"panya tetangga julid, ceritanya lagi renov. dia ga suka dan kepo kepo, tiap hari dateng baat liat renovnya sampe mana, sehari diitung bisa 8 kali dateng kerumah:relieved_face: dan nyebelinnya lagi dia yg ngatur ngatur ini ntar gimana gimanananya:grinning_squinting_face::face_with_tears_of_joy:",Negatif,"Panya Tetangga julid, ceritanya diperbarui lagi. dia ga suka dan kepo kepo, setiap hari dateng baat melihat renovnya sampai mana, sehari diitung bisa 8 kali dateng kerumah: lega_wajah: dan nyebelinnya lagi dia yang ngatur ini gimana gimana gimanananya: senyum_squinting_face::face_with_tears_of_joy:"
penyembuhan!,Netral,Kau seorang penembuhan uang!
"mau udh disemangin kaya apa tuh tiap malam pasti udh jd jadwal wajib buang overhinking, padahal ga boleh stres :relieved_face: ada untungnya kemarin sakit barengan suami, kalauu sendirian ga tau se stress apa auguu rumau .co/cycwncmzos",Negatif,"Aku tidak yakin apa yang aku pikirkan, tapi aku tidak yakin apa yang aku pikirkan."
"bagaimana menemukan pria seperti na jaemin .. dia mendapatkan semua itu dan dia tampan .. bahkan tanpa bagian yang tampan, sulit untuk menemukan pria seperti itu:sneezing_face::sneezing_face::sneezing_face:",Positif,"Bagaimana menemukan pria seperti Jaemin .. dia mendapatkan semuanya dan dia tampan .. bahkan tanpa bagian yang tampan , sulit untuk menemukan pria seperti ini:"
"cintai pekerjaan anda, pasti berkah akan menyertai anda. selamat akhir pekan:sparkles:",Positif,"Aku suka pekerjaanmu, pasti berkat akan menemanimu."
"tidak melihat anda sekitar sampai sekarang, mungkin itu yang terakhir.",Netral,"Aku tidak melihatmu di sekitar sampai sekarang, mungkin ini yang terakhir."
"oppa aku ingin mengatakan apa yang ada di hatiku sekarang, aku sangat merindukanmu opta, aku selalu memikirkanmu bahkan aku tidak bisa tidur dan aku hanya ingin menangis karena aku terlalu banyak memikirkan kamu oppa:crying_face::pensive_face:oppa aku sangat merindukanmu , saya harap anda baik -baik saja dan selalu tersenyum - izinkan saya tahu 보고 싶어 요 :relieved_face:",Positif,"Oppa Aku ingin mengatakan apa yang salah denganku sekarang, aku sangat merindukanmu opta, aku selalu memikirkanmu bahkan aku tidak bisa tidur dan aku hanya ingin menangis karena aku terlalu banyak memikirkanmu oppa:crying_face::expensive_face:oppa Aku sangat merindukanmu, aku harap kau baik-baik saja dan selalu tersenyum - biarkan aku tahu 보고 싶어 요:"
"apakah anda ingat saat anda bergabung dengan twitter? sejujurnya, saya tidak terlalu peduli :rolling_on_the_floor_laughing:",Netral,Ingat saat kau bergabung dengan Twitter?
tertawa terbahak-bahak. lewatkan frasa ini untuk sementara waktu. benar -benar mengingatkan saya pada hari -hari aaa. :winking_face_with_tongue::winking_face_with_tongue:,Positif,Terbahak-bahak tertawa. Aku akan menggunakan frase ini untuk sementara waktu.
