emoji_in,label,backtranslated_tweet
trus nih yaa si binsah baru main ke bkt itu setelah huru hara ps ms slim :face_with_hand_over_mouth::face_with_hand_over_mouth: itu pun cuma ngendon di kamar lakinya sekali utama ke kamar bestie ga berani utama kear kamar :face_with_hand_over_mouth::face_with_hand_over_mouth:,Negatif,"trus Binsah ini baru dateng ke BKT abis kerusuhan PS MS Slim :face_with_hand_over_mouth::face_with_hand_over_mouth: itu juga cuma nongkrong di kamar suaminya satu kali aja, apalagi ke kamar sahabatnya, gak berani ke kamarnya :face_with_hand_over_mouth::face_with_hand_over_mouth:"
staycation :hotel:,Netral,liburan di rumah :hotel:
halloo .. bandung timur sejuk bangeeet niih .. hayukk healing ... jalan kaki naik tangga ... pastii seruu bangett nih ..,Positif,"halo.. Bandung Timur keren banget.. hei, healing.. naik tangga.. pasti seru banget.."
":woman_with_headscarf:: ""kak, laptop charger kakak type c gak?"" :woman_dancing:: ""laptop? engga ~"" seseorang entah dari mana: ""ih raisa menyombongkan diri"" punya penyakit hati apa bang sampe ngira **** lowbatsing hahaha pdhl w nanya kara karage dan charger ketinggalan di kos. kasian:face_with_rolling_eyes::person_shrugging:",Negatif,":woman_with_headscarf:: &quot;Kak, punya charger laptop tipe c nggak?&quot; :woman_dancing:: &quot;laptop? nggak ada ~&quot; seseorang dari entah mana: &quot;Oh Raisa, kamu sombong banget&quot; kamu punya penyakit jantung apa sih sampai-sampai kamu pikir **** itu rendahan hahaha padahal aku udah minta Kara karage dan tinggalin chargernya di kos. kasihan banget:face_with_rolling_eyes::person_shrugging:"
mewujudkan :smiling_face_with_smiling_eyes::winking_face:,Positif,menyadari :wajah_tersenyum_dengan_mata_tersenyum::wajah_berkedip:
btob benar -benar tidak pernah memiliki skandal dan ini adalah satu atau yang pertama mereka lakukan dan ini terjadi ?? !! saya bahkan belum melihat knetz bashing ilhoon atau kelompok mengapa dia harus pergi :loudly_crying_face::broken_heart: saya harap dia tidak menyerah pada mimpinya dan terus bersinar karena dia adalah seniman yang luar biasa :pleading_face::sneezing_face:,Negatif,btob benar-benar tidak pernah mengalami skandal dan ini adalah yang pertama atau pertama kalinya mereka mengalaminya dan ini terjadi??!! Saya bahkan belum melihat knetz mencela ilhoon atau grupnya mengapa dia harus keluar :loudly_crying_face::broken_heart: Saya harap dia tidak menyerah pada mimpinya dan terus bersinar karena dia adalah artis yang luar biasa :pleading_face::sneezing_face:
capek ga sih overhinking terus :crying_face:,Negatif,Apakah Anda lelah karena terus-terusan berpikir berlebihan :crying_face:
"kenapa sih cewe tuh gabisa ke titik aja gitu, pengen ini atuu itu gituh, udh jauh jauh huh.",Negatif,"Kenapa cewek nggak bisa sampai ke titik itu aja, pengen ini itu, itu kan udah kelewat jauh ya."
"saya suka , dan saya sebenarnya sedang dalam proses untuk mendapatkan azuki pertama saya. saya beruntung bertemu dengan salah satu azuki og (yang juga merupakan pemegang ) selama pertemuan terakhir. dan dia menjelaskan kepada saya banyak tentang status saat ini dan saya sangat bullish, comunity :saluting_face:",Positif,"Saya suka, dan saya sebenarnya sedang dalam proses mendapatkan azuki pertama saya. Saya beruntung bertemu dengan salah satu azuki og (yang juga seorang holder) selama meetup terakhir. Dan dia menjelaskan banyak hal kepada saya tentang status terkini dan saya sangat optimis, komunitas :saluting_face:"
"thread cafe:hot_beverage: . q suka bgt nyobain cafe baru setiap kali mau nongkrong (fokus dan menggali ide wkwkwk). masih lebih suka ke yg deket aja sih . nvn urban cafe and store :round_pushpin:denpasar jl. tukad barito no.88 y, renon, denpasar selatan, kota denpasar, bali 80226 . buka: 16.00 - 00.00 wita",Netral,"thread cafe:hot_beverage: . Saya sangat suka mencoba kafe baru setiap kali ingin nongkrong (fokus dan mencari ide lol). Saya masih lebih suka pergi ke kafe yang dekat. nvn urban cafe and store :round_pushpin:denpasar jl. tukad barito no.88 y, renon, denpasar selatan, kota denpasar, bali 80226 . buka: 16.00 - 00.00 wita"
"proyek yang bagus, semoga di masa depan bisa menjadi lebih sukses bagi tim",Positif,"proyek yang bagus, semoga kedepannya bisa lebih sukses untuk tim"
santuy kaya di food court,Netral,bersantai seperti di food court
"selamat tahun baru semoga semakin bahagia, waras dan sehat selalu banyak **** punya ini itu yg di mau kurang2in sedeh2 + overhinking nya, semangat2 :fire::fire:",Positif,"Selamat Tahun Baru, semoga kamu lebih bahagia, lebih waras dan lebih sehat, memiliki banyak hal yang kamu inginkan, mengurangi kesedihan + pikiran berlebihan, tetap bersemangat :fire::fire:"
hey 2020 ini siapa yang staycation sm pacar?,Netral,"Hai, di tahun 2020, siapa yang liburan bareng pacarnya?"
"yesss .. deeptalk bapak anak ini best banget sih, reyna emang harus sering di kasih pengerttian kayak gini, biar ngga selalu pengen jadi yamaha dan jumawa teros :thumbs_up::thumbs_up::smiling_face_with_hearts:",Positif,"Iyaaa.. deep talk ayah dan anak ini memang terbaik, Reyna memang perlu lebih sering diberi pengertian seperti ini, agar dia tidak selalu ingin menjadi Yamaha dan sombong :thumbs_up::thumbs_up::smiling_face_with_hearts:"
kucing kalian suka kepo gk sih liatin mesin cuci yg lg nyuci baju,Netral,Apakah kucing Anda suka melihat mesin cuci sedang mencuci pakaian?
mungkin di luar sana menjalani hidup tanpa twitter dot com,Netral,mungkin di luar sana menjalani hidup tanpa twitter dot com
"tuhan. akutu orgnya gmau kepo, tapi knpa smua infrmsi dtg pdku hs :loudly_crying_face:",Negatif,"Ya Tuhan. Aku bukan orang yang kepo, tapi kenapa semua informasi itu datang kepadaku hs :loudly_crying_face:"
staycation akhir tahun 2020,Netral,liburan akhir tahun 2020
"halowwww, mau kasih tau aja barangkali kalian lagi cari outfit ala vintage begini bisa langsung cek ig haran nya di bawah 100k :sparkles::sparkles: baju nya bua udah dicuci dan wangi, bisa langsung dipake buat nongkrong :clinking_glasses:",Netral,"halowww, mau kasih tau aja, mungkin kalian lagi nyari outfit ala vintage kayak gini, bisa langsung cek IG nya Haran yang harganya di bawah 100k :sparkles::sparkles: Bajunya udah dicuci dan wangi, bisa langsung dipakai buat nongkrong :clinking_glasses:"
"pengen healing aja cukup, otak dan jiwa minta di reset ulanggg biar nampung yg baru muat. kalo bisa diupgrade baru huaaaa",Positif,"Hanya ingin sembuh saja sudah cukup, otak dan jiwa minta direset lagi agar bisa menampung beban baru. Kalau bisa diupgrade ya wah"
saya pada titik di mana setiap selfie tunggal yang saya ambil baru -baru ini merasa sangat buruk dan saya merasa sangat tidak menarik,Negatif,Saya berada pada titik di mana setiap swafoto yang saya ambil akhir-akhir ini terasa sangat buruk dan saya merasa sangat tidak menarik.
"terakhir terlihat dalam seminggu. baik. kita menjauhlah dulu ya, untuk sementara waktu. atau pasti?",Netral,terakhir terlihat dalam seminggu. oke. mari kita menjauh untuk sementara waktu. atau yakin?
gabisa taruhan sih digituin anaknya langsung terlalu banyak berpikir. mending dimaki2 langsung dah jelasin salahnya dimana timbang dicuekin/dijutekin. asli !!!,Negatif,"Saya tidak yakin, anak itu akan berpikir terlalu banyak. Lebih baik memarahinya secara langsung dan menjelaskan kesalahannya daripada mengabaikannya/bersikap kasar. Serius!!!"
"dengar .. saya bukan orang yang baik, saya bukan ""orang"" seperti kebanyakan dari anda semua .. jika anda mencari orang dengan perilaku yang baik, semoga senyum yang baik, selalu memiliki energi positif untuk dibagikan. . tentunya saya bukan orangnya. dan tolong berhenti memperbaiki saya seolah saya harus disembuhkan.",Negatif,"dengarkan.. aku bukanlah orang baik, aku bukanlah &quot;orang&quot; seperti kebanyakan dari kalian.. jika kalian mencari seseorang yang bersikap baik, mudah-mudahan memiliki senyum yang manis, selalu memiliki energi positif untuk dibagikan.. tentu saja aku bukanlah orangnya. dan tolong berhentilah memperbaiki aku seperti aku harus diperbaiki."
saya naksir :black_heart:,Netral,aku naksir :black_heart:
"pas lg care ke temen (temen loh ya) g temen tu jarang care sy nya. jd .. pas lg care k temen .. kdg temen bs terlalu banyak berpikir .. drey /gil lu atensi tu ngasih sinyal? sy menjawab: maaf, gmn bro? ah hotspot kah ... ok2 paswordnya akuntan999geek .. temen sy: :confounded_face::tired_face:",Negatif,"Ketika saya sedang merawat seorang teman (teman, lho), teman saya jarang sekali merawat saya. Jadi.. ketika Anda merawat teman Anda.. ketika teman Anda bisa berpikir terlalu banyak.. drey /gil apakah perhatian Anda memberi sinyal? Saya menjawab: maaf, apa bro? Ah, hotspot... Oke, kata sandinya Akun999geek... Teman saya: :confounded_face::tired_face:"
"rutinitas ngurusin studio, ngedosen dan nge-guru. pertama kali mimpin persekutuan. akhirnya nge-gig di tempat, bersama teman2nya nadila! ada produksian rilis, demo nyicil2. mengetahui bahwa mungkin saya memiliki masalah kecemasan. tapi keseluruhan minggu yang baik :smiling_face_with_smiling_eyes::thumbs_up:",Positif,"rutinitas manajemen studio, memberi kuliah dan mengajar. pertama kali memimpin fellowship. akhirnya manggung di suatu tempat, bersama teman-teman Nadila! ada produksi rilis, demo secara bertahap. tahu bahwa mungkin saya punya masalah kecemasan. tapi secara keseluruhan minggu yang baik :smiling_face_with_smiling_eyes::thumbs_up:"
setelah buka twitter dan liat yang trending baru inget ini ..soalnya udah 4 hari libur jadi yaa santuy teross,Positif,"Setelah buka twitter dan lihat apa yang lagi trending, aku baru inget ini... soalnya udah 4 hari libur jadi asik nih"
teman saya sakit punggung itu sudah lama,Negatif,Temanku sudah lama menderita sakit punggung
"buka sosmed isinya lagi pada holiday. entah itu ke dataran tinggi, lautan, mall atau staycation dipenginapan. seru liatnya :slightly_smiling_face: gue? gue sakit. yaa alhamdulillah. makasih kamu yg udah nemenin aku satit disaat panjang panjang gini :white_heart::white_heart:",Positif,"buka lagi konten media sosial pas liburan. entah ke dataran tinggi, laut, mall atau staycation di penginapan. seru banget liat :slightly_smiling_face: aku? aku lagi sakit. iya, syukurlah. Makasih ya udah nemenin aku selama ini :white_heart::white_heart:"
waktunya indonesia bagian terlalu banyak berpikir,Negatif,saatnya bagi indonesia untuk berpikir lebih banyak
"bekerja harus profesional bahkan dia temen deket atau udh bestie atau mitra sndiri, kalo salah ya salah klo diomongin blkang gausa peduliin, selagi masi diposisi yg bener babat semua. -kak'c",Netral,"kerja harus profesional walaupun dia sahabat,sahabat karib,pasangan,kalau dia salah ya salah aja,kalau diomongin dibelakang ya gak papa,asal diposisi benar pasti dihajar semua. -kak&#39;c"
astaghfirullah. bestie jangan gitu.,Negatif,astaghfirullah. bestie jangan begitu.
telah disebutkan tentang ini seperti di awal pertama bahkan sebelum mereka menjual tiket itu ... dana cuma ada buat bikin panggung sawer kelurahan mau bikin stadium acara ... ya gini jadinya :smiling_face_with_tear:,Negatif,"sudah disinggung soal ini di awal bahkan sebelum tiket dijual... dananya cuma buat bangun panggung, pengurus desa mau bangun stadion buat acaranya... ya jadinya gini :smiling_face_with_tear:"
"dear 2020 terima kasih atas hari -hari dan waktu yang telah anda berikan, meskipun tahun ini sangat sulit, penuh dengan tantangan, tetapi tahun ini juga mengajari saya bagaimana menjadi kuat dan tangguh untuk apa yang terjadi apa yang telah anda berikan, semoga akan segera diganti dengan sesuatu yang lebih baik:smiling_face_with_halo:",Positif,"sayang 2020 terimakasih atas hari dan waktu yang telah kau berikan, meskipun tahun ini sangat sulit, penuh tantangan, namun tahun ini juga mengajarkanku bagaimana menjadi kuat dan tangguh atas apa yang telah terjadi apa yang telah kau berikan, semoga segera terganti dengan sesuatu yang lebih baik:smiling_face_with_halo:"
"gadis -gadis lain yang mereka ikuti, mereka selalu melakukannya .. tapi apa gunanya saat yang saya inginkan adalah anda. (westlife - apa yang membuat manusia)",Netral,"cewek lain mereka ikuti, mereka selalu begitu.. tapi apa gunanya kalau yang kuinginkan hanya kamu. (westlife - what makes a man)"
tempat buat self-healing terbaik:smiling_face_with_hearts:,Positif,tempat terbaik untuk penyembuhan diri:smiling_face_with_hearts:
bm staycation di westin :backhand_index_pointing_right::backhand_index_pointing_left: semalam promo mumpung 900rb :face_with_tears_of_joy:,Netral,bm staycation di Westin :backhand_index_pointing_right::backhand_index_pointing_left: promo menginap hingga 900 ribu :face_with_tears_of_joy:
"secara harfiah minggu ini wkwk, turu keturon tangi alarm awak jek kwesel budhal kerbo",Negatif,"minggu ini wkwk, turun aja nangis di alarm, gue bunuh kerbau"
penyembuhan dgn mnunggu paket,Positif,penyembuhan dengan menunggu paket
"barat ip 11 keatas ada solusi pada perangkat lunak baru 14.5 yang akan memperbaiki kesehatan baterai, tetapi tidak akan sepenuhnya pulih menjadi 100%, hanya sekitar 20%, apple mengakui ada beberapa bug sistem kesehatan baterai pada ip 11 keatas /t.co/xuo1qc6cqp",Netral,"west ip 11 keatas ada solusi di software baru 14.5 yang akan memperbaiki kesehatan baterai, tapi tidak akan mengembalikan sepenuhnya ke 100%, hanya sekitar 20%, apple mengakui ada beberapa bug sistem kesehatan baterai di ip 11 keatas /t.co/xuo1qc6cqp"
preston oh peston aku sing diajak bestie ku ga budal² malah ono denny caknan:pleading_face: laa maleh pgn budal,Negatif,preston oh peston aku diundang sama sahabatku tapi malah ada Denny Caknan:pleading_face: laa padahal aku mau budal
bagaimana cara mengirimkan ini kepada pria saya tanpa benar -benar mengirimkan ini kepada pria saya,Netral,bagaimana cara saya mengirim ini ke pacar saya tanpa benar-benar mengirimkannya ke pacar saya?
"boro-boro kepo orglain, hidup aku ajah udh rumit bestie. urusan sm suami, ngrus anak, belom sma keluarga, ditambah kerjaaan. gak da waktu, mending bocan.",Negatif,"Aku sangat bodoh dengan orang lain, hidupku sudah rumit, sahabat. Mengurus suami, mengurus anak, belum masuk sekolah menengah, keluarga, ditambah pekerjaan. Aku tidak punya waktu, lebih baik bermalas-malasan."
hampers dari bestie kesayangan tengkyu somac sisstt :smiling_face_with_hearts::smiling_face_with_hearts: mencintaimu,Positif,"hampers dari sahabatku tercinta, terima kasih somac sisstt :smiling_face_with_hearts::smiling_face_with_hearts: sayang kamu"
abis gajian gak nyeblak itu rasanya gak afdol bestie,Netral,"Setelah gajian, rasanya tidak seperti sahabat sejati"
"saat memikirkan kehidupan, ingatlah ini: tidak ada rasa bersalah yang dapat mengubah masa lalu dan tidak ada kecemasan yang dapat mengubah masa depan.",Netral,"ketika memikirkan kehidupan, ingatlah ini: rasa bersalah sebanyak apa pun tidak dapat mengubah masa lalu dan kecemasan sebanyak apa pun tidak dapat mengubah masa depan."
"belom ada sebulan udah ziarah ke nyokap nya, diaajak ketemu anak2nya, next temen2 nya..kami bahkan tidak berpegangan tangan. berasa taaruf :face_in_clouds:",Netral,"Belum genap sebulan berlalu dan kami sudah mengunjungi ibunya, dia mengundang kami untuk bertemu anak-anaknya, lalu teman-temannya...kami bahkan tidak berpegangan tangan. Rasanya seperti taaruf :face_in_clouds:"
mark itu kek tipe pacar nge treat pasangan suka ratu ga si sabar aja kalau pasangananya keras kepala dia bakal ngelakuin hal romantis untuk siapapa yang disayang pngin bang panya psangan suka markus bau bahkan apapun dia dia dia dia dia dia bakala bakala jadara mark bagumun bakamun bakala bakala bakala bakala bakala bakala bakala bakiaman baga sesibuk bakalang bakalang bakalang bakalang bakalang bakalang bakalang bakala bakala bakala bakala bakala bakala bakiaman bagi sesibuk apapun dia bakalang bakala bakala bakala jadar,Positif,tandai itu kek tipe pacar nge treat pasangan suka ratu ga si sabar aja kalau pasangananya keras kepala dia bakal ngelakuin hal romantis untuk siapapa yang disayang pngin bang panya psangan suka markus bau bahkan apapun dia dia dia dia dia bakala bakala jadara mark bagumun bakamun bakala bakala bakala bakala bakala bakala bakala bakaman untuk sesibuk apa pun dia bakalang bakalang bakalang bakalang bakalang bakala bakala bakala bakala bakala bakaman untuk sesibuk apa pun dia bakalang bakala bakala bakala jadar
