cleaned_tweet,label,backtranslated_tweet
ekwkwk kepo bgt ini ampe di slowmo:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Netral,I'm not going to be able to get the rest of the world to see me.
is this even real ahahahaha,Netral,Is this true?
"healing mata mu.... kerja capek capek buat touring touring pulang pulang capek lagi, besok kerja masih sempet""nya ngelancong. dasar saya :slightly_smiling_face:",Negatif,"I'm tired of working, I'm tired of making a trip home, I'm tired of working again, tomorrow I'm still working."
kadang gemes sendiri ama orang² yg kepooooo bgt ama hidup kita padahal kita gapernah kepo ama hidup dia hmmm heran,Negatif,Sometimes gems myself am orang2 yang kepuoooooo bgt ama hidup kita padahal kita gapernah kepo ama hidup dia hmmm heran
ooo salty ki menggarami,Netral,Oh garam ki menggarami
"dari abis isyaan main candy crush, pas udahan mau tidur, baru engeh ini mlm taun baru gara2 mulai engeh ada bunyi kembang api :face_with_tears_of_joy: daebak, khusuk sekali candy crushnya.",Netral,"Dari abis isyaan main candy crush, pas udahan mau tidur, baru engeh ini mlm tahun baru gara2 mulai engeh ada bunyi kembang api: wajah_dengan_teri_kebahagiaan: daebak, khusuk sekali candy crushnya."
"asemm kepikiran teros. la wong wes healing muter2 kok jek surem ngene, cuk:loudly_crying_face:",Negatif,I'm thinking of the future.
taun 2018 nonton survival wedding masih santuy hahahehe.. bagian sekarang mikir lah gw anjir udah umur segini belum nemu cowok cakeup kaya yoshizawa ryo atau machida keita yg mau nikah sama gw :loudly_crying_face::face_with_tears_of_joy::face_with_crossed-out_eyes::grinning_face_with_sweat:,Negatif,"In 2018, watching the wedding survive is still holy hahahehe.. part of now thinking lah gw anjir udah umur segini belum nemu cowok kueup kaya yoshizawa ryo atau machida keita yang mau nikah sama gw:"
bahan overthinking tiap malem,Negatif,bahan berpikir berlebihan every afternoon
"self healing gaes... jangan lupa jaga imun. @ krui, pesisir barat, lampung, indonesia",Positif,"Gaes penyembuhan diri... don't forget to keep the immunity. @ krui, pesisir barat, lampung, indonesia"
mau staycation? baca dulu tipsnya di blog miss,Netral,Want to stay on vacation?
hubungan lo di bercandain bestie,Negatif,Relationship with Bercandain bestie
"mendekati tanggal merah, otak ngajakin overthinking terus sepertinya. padahal kemarin baru bisa benerin jam tidur :smiling_face_with_tear:",Negatif,"I'm getting closer to the red date, the brain is trying to think too much."
"diantara semua bintang yg bersinar, ini sih yang paling terang. semoga konsisten, iyan. #****",Positif,"Di antara semua bintang yang bersinar, ini sih yang paling terang. semoga konsisten, iyan. #****"
the counting has literally never ended on election day in the history of america,Netral,The calculation never ended on the day of the election in the history of America.
dari overthinking jadi oversinthing ini mah..,Negatif,From thinking too much to do something too much.
"aku kalo pesen shopee food di bdg perasaan mang drivernya ngasihnya langsung dari motor, trs malah nyamperin akunya. tapi selama di kosan drivernya selalu turun dari motor even itu udh depan depanan tinggal ngasih mereka tuh mesti nurunin standar mtr dulu:smiling_face_with_heart-eyes:",Positif,"I'm so sorry I'm not buying food in the UK. I feel like my superintendent is giving it directly from the motor, but I've been taking it from my mom."
"baca buku ini saat engkau lelah . masih ada promo meng-healingnya, tapi stock sudah menipis nih",Netral,Read this book while you're reading.
"[a thread] favourite foods in batamhalooo, cuma mau share dikiiit. inspirasi ide ini came up while i'm having some chit-chats a.k.a ghibah with my roommate, shoutout to . these foods are my fav selama beratus-ratus hari aku tinggal di batam:eyes::eyes: there you go.",Positif,"[A thread] favorite food in Batamhalooo, cuma mau share a little. This inspiration came out while I was doing some chatting alias ghibah with my best friend, berteriak ke."
pernah di mall ngelihat temen yang lagi jalan2 sama selingkuhannya padahal kalo di sosmed back in the day kayak couple goals banget mereka...tiap ketemu bawaannya pengen spill meluluk.,Negatif,"I've seen friends in the mall who are still selling their products, but I'm not sure if I'll ever get back to work."
do you even love me?,Netral,You even loved me?
"nggak merasa baik baik aja, sering pusing even sehabis bangun tidur.",Negatif,"I don't feel good, I'm always pushing and even getting up."
duduk santuy menunggu 2022 :smiling_face_with_open_hands:,Netral,duduk santuy menunggu 2022: smiley_wajah_dengan_buka_tangan:
"happy new year bestie, bayangkan saja sedang liburan di bali:winking_face_with_tongue:",Positif,"Happy New Year, Beast, imagine that you are on holiday in Bali:"
"kadang suka overthinking mikirin orang lain kok bisa gt kenapa orang lain good looking tp ternyata skincare nya mahal kenapa orang lain badannya bagus tp nutrisi &amp; latihannya terprogram kenapa orang lain banyak uang tp warisan, gaji gede &amp; nabung gw cuma harus mulai sekarang",Negatif,Sometimes they think they are over-exercising. Why do other people look good? Why do other people look good? Why do other people look good? Why do other people look good? Why do other people look good?
even this boy has lifted more cups than sp*rs:face_with_tears_of_joy:,Netral,Even this kid has raised more cupcakes than sp *rs: wajah_dengan_teri_kebahagiaan:
"the time which everyone believe is relative. we had our own genuine time, the true time for us, which is calculated by our own heartbeat. ~ buya syakur",Netral,"We have time which is actually, time which is actually for us, which is calculated by detak our own heart."
"new knowledge today thanks to is young generations, yang literally diterjemahkan silvi sebagai generasi muda :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Positif,"Knowledge Baru Hari ini berkat generasi muda, yang secara harfiah diterjemahkan sebagai generasi muda:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
"this point ""they don't view the groups they stan as people. they just use them as trophies to wield and use them to belittle other groups, which can invite unfair and unwarranted hate towards the group that these token fans stan.""",Netral,"""They don't see the group they consider as people. They just use it as a trophy to remember and use it for the sake of other groups, which can be a source of hatred that isn't fair and isn't justified against the group that became a symbol of Stan's fans""."
"sorry, i am currently healing &amp; need a rest thanks",Positif,"Sorry, I am just having a break. Thank you."
"i love the saliheen (pious people) even though i'm not one of them, and i hate the taliheen (evil people) even though i (may be) worse than them. • abdullah bin al-mubarak (726-797)",Netral,"I love Saliheen (orang-orang yang bertakwa) although I am not one of them, and I hate taliheen (orang jahat) although I am (perhaps) worse than them."
"this is pretty crazy; going to jail for “media contempt”, whatever the **** that is. “mr. murray was prosecuted after concerns were raised his writing would identify complainants in the case, something prohibited by a court order.”",Negatif,"I'm crazy enough; go to jail because of the media, whatever the fuck it is."
enak banget ya punya banyak temen di bali. all events covered. dont even have to pay a single penny for such big events,Positif,I have a lot of friends in Bali. All the shows are covered. I don't even have to pay a penny for a big event like this.
"wkwkwk, sama persis kek s22 ultra. tp gpp juga sih sebenernya, desain s22 ultra itu emang keliatan boring, tp somehow keliatan jadi simple &amp; elegan. ga lebay pake housing camera yg aneh2 kek hape lain.",Positif,"Wow, same exactly cake s22 ultra. tp gpp juga sih sebenernya, desain s22 ultra itu tampak membosankan, tp entah bagaimana terlihat jadi sederhana &amp;amp; elegant. ga lebay pake kamera perumahan yang aneh2 hape kek lainnya."
"hi, how are you, hopefully in the coming year we can be even better, thank you",Positif,"Hi, how are you, hope next year we can be better again, thank you"
mulai overthinking ole ini.,Negatif,Start thinking too much about this.
i don't know man. even paypal is blocked.,Negatif,"I don't know, even PayPal is blocking."
"menghargai privasi seseorang itu penting ... ga usah kepo kenapa kok jd beda,kok ga ky biasanya ... jgn baper juga , ntar juga klo masalahnya udah reda pasti bicara ...",Negatif,I'm not sure why I'm here. I'm not here to talk to you.
what is the point?,Netral,What is it?
while in indonesia,Netral,The following is the list of countries of Indonesia:
"kasian bener ceo 1 ini,yg di impikan hidup bergelimang harta penuh kemewahan,tenang &amp; damai taunya hampir gila:smiling_face_with_tear: kalau ke spill dulu paphar yg nabrak mamsof berarti lagi2 keluarga alfahri yg di buat seolah olah salah ke kluarga andin, pola yg sama kyk yg udh2 :wilted_flower:",Negatif,"kasian bener CEO 1 ini,yg di impikan hidup bergelimang harta penuh kemwahan,tenang &amp; damai taunya hampir gila: senyum_wajah_dengan_lagu: kalau ke spill dulu paphar yang nabrak mamsof berarti lagi2 keluarga alfahri yang di buat seolah olah salah ke kluarga dan,pola yang sama kyk yang udh2:wilted_flower:"
santuy amat mas :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Netral,The following is the list of the countries of the European Union:
"thank you to the team at for the bike and the great service, look forward to riding around bali on this kawasaki versys 650 @ seminyak",Positif,"Thanks to the team upstairs for the bike and service yang hebat, hope to get up in Bali on version kawasaki 650 @ seminyak"
literally ...,Netral,In the literal sense ...
"i used to be a morning person esp in undergrad. but why tho now...if i decide to stay awake after shubuh, i am super sleepy at around 10-11 or i think it just a matter of exercise",Negatif,"I used to be a low-class person, but why now... if I decide to stay up after school, I'm going to sleep super well between 10 and 11 or I think it's just a sports problem."
it's been a while,Netral,It's already dead.
"setuju si, itu film nkk ngundur² mulu juga dan actually kek kita juga udah tau ceritanya gimana dari thread... ga bisa dipungkiri salah strategi merekanya naro di timeline mom juga kek ya bukan perihal overhype... emng tuh nkk ga kuat strategi dan hypenya....",Negatif,"I agree, this movie isn't about me, but actually we know the story... I can't believe the wrong strategy..."
this is probably the most awful scandal since the pandemic began.,Negatif,This may be the worst scandal since the pandemic began.
terimakasih mama dan papa yang telah memberikan trust issues kepada anaknya ini,Negatif,Terimakasih my father and my mother have given me a problem of trust to my son.
cuma disini gue bisa curcol bebas tanpa ada netizen yg kepo !!!,Negatif,I can learn freely without a netizen yang kepo !!!
you know i am kind of whatever person but i have boundaries but then if you know something you will hate me more :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,Negatif,You know I'm a kind of person but I have limits but then if you know something you'll hate me more:
"kepo tapi takut kalok agensinya jyp,",Negatif,I'm not afraid of anything.
even nino being lil **** to his leader :smiling_face_with_tear:,Negatif,Even a child becomes a little girl for a while:
hehe whatever :face_savoring_food:,Netral,I'm not sure what to do.
"wes terimakasih banyak nggih bu.....semester 1 ketemu 16 kali, semester 3 ketemu 6 kali tapi berasa kayak ujian 22 kali....ilmu nya bener bener ada sih bu....tapi mungkin bisa dengan sangat ngajarnya agak santuy **** bu....yakin deh banyak yang suka.....kelasnya ga kosong lagi~",Negatif,"I'm sure I'll be able to teach you a lot of things, but I'm sure I'll be able to teach you a lot of things."
