emoji_en,label,backtranslated_tweet
"sm artist flexing how big their popularity, like all of them can take over twitter trending halastagh .... and shoutout to all makeup artist who did a great job for them:clapping_hands: :jack-o-lantern::ghost:",Positif,"The artist is stressing how big their popularity is, like all of them can take over trending hallatagh... and shout out to all the makeup artists who are doing a great job for them: clapping_hands:: jack-o-lantern:"
"i am to meet . mr. tu aji mangku ida bagus saskara. we connected, not just had a small talk. he even gifted me , a . thank you to to guide my feet to this today. :folded_hands_light_skin_tone:",Positif,"I'd like to meet with Mr. Tuji my mangika nice Saskara. We're connected, not just talking small."
please overthinking mulu anjir:persevering_face::persevering_face:,Negatif,please overthinking mulu anjir:vering_face:verevering_face:
"for the sake of sadness, i was left behind work :loudly_crying_face:&te, which is now alone, after breaking, the prayers are the same, both of them :loudly_crying_face:ratted &man, so i have a lot of work, but all of them i am introverted you know ... must mingle again again, it's hard for me :loudly_crying_face:",Negatif,"For the sake of sadness, I was left behind in the work: hard_cry_face:&te, which is now, after breaking, prayers are the same, both:loud_crying_face:rated &man, so I have a lot of work, but all of them I'm introverted you know... have to blend in again, it's hard for me: clouds_cry_face:"
healing healing until house is stressed again,Negatif,Healing until home stress again.
i vote for of as this year's biggest crush! :heart_with_arrow:,Positif,I vote for as the biggest crush of the year!
gais don't forget self healing watch ic so stock meditation video :face_with_tears_of_joy:,Positif,gais don't forget self healing watch ic so extain video meditation:face_with_hears_of_joy:
even using tor as an exit node for this app tho,Netral,even use tor as node exit for tho's app
even more with modpacks,Netral,even more with modpacks
my support system :red_heart::red_heart::red_heart::smiling_face_with_hearts: really lucky to have a partner like him,Positif,my support system:red_heart::red_heart::smiling_face_with_hearts: really lucky to have a pair like him
homecoming o bestie :smiling_face_with_hearts::smiling_face_with_hearts: i'm not njogo ps turi ae :smiling_face_with_hearts::smiling_face_with_hearts:,Positif,homecoming o bestie:smiling_face_with_hearts::smiling_face_with_hearts: I'm not njogo ps turi ae:smiling_face_withhearts:::::smiling_face_with_hearts:
honestly haechan is one of my biases in nct after ten,Positif,Honestly haechan is one of my prejudices in nt after ten
whatever we can bw santuy aj:yawning_face:,Netral,Whatever we've got in our hands is satunty aj:yawning_face:
overthinking hikss hours,Negatif,overthinking hikss hours
"chan, i have a task that must be completed immediate, even this is past the time. but i'm to lazy to do it .. what should i do? should i just resign? #스테이 위크",Netral,"chan, I have a task to finish right away... even this is past time... but I am lazy to do... what should I do?"
i'm so tired of asahi &i anyway hpbd my crush!; & lt; 3,Negatif,i'm so tired of abuhi &i anyway phonebd my crush!; & lt; 3
"2020 contains: january, february, pandemic, loss of identity, destroyed expectations, illness and heartbreak, anxiety, insecurity, depressitapi give applause to yourself, because in the end it is able to survive in this difficult situation",Negatif,"2020 contains: january, February, pandemic, loss of identity, destroyed expectations, authority, worries, depression but give applause to yourself, because in the end it is able to survive in this difficult situation"
we're not even to together anymore :clown_face:,Negatif,We're not even to be together anymore:
sis crush and married :slightly_smiling_face:,Netral,sis crush and married .smilingly_face:
"if there is a video, please tag it, bestie is afraid",Netral,"If there's video, please sign, bestie is scared"
"february practice, i literally spent one month for this little fellas, around 30 minutes a day becaause of the other works and anything else, but hey ... this is very addicting :grinning_squinting_face:",Positif,"February practice, I actually spent a month on these little fellas, about 30 minutes a day the becaause of another job and whatever, but hey... this very addiction:grinning_squining_face:"
it's nice if people actually take me as a friend and not some tool to make stuffs happened,Negatif,It's nice if people actually take me as a friend and not some tool to make things happen
"swimming with whale sharks or gurano stars in kwatisore nabire bay, papua which is also still part of the cenderawasih bay national park is a valuable experience because this is one of the places where whale is most commonly awesome",Positif,"Swim with a whale shark or a gurano star in the balfare cove knacisore, a papua which is also still part of the national park. A gift is a valuable experience because this is one of the most common places where whales are awesome."
santuy morning,Positif,Stuy morning
"to the one who always brings joy and happiness, happy birthday love:red_heart: today we celebrate ur journey, we celebrate u. u shine even brighter with each passing year. u are the kind of soul that deserves all the brightest colors and all the brightest things that life has to offer-",Positif,"For people who always bring joy and happiness, the birthday love:red_heart: today we celebrate the journey u.u. shining brighter with each year passing by. u is the kind of soul that deserves all the bright colors and all the bright things life offers-"
"the peak is still trending this topic :face_with_tears_of_joy: his intention was healing, instead he was dizzy",Negatif,"peak is still trending on this topic:face_with_hears_of_joy: intention is cured, otherwise he is dizzy"
"all my crush is a girl, aka anjir,",Negatif,"All my love is a girl, aka anjir,"
over thinking sm overwhelmed sodaaran or not? :face_with_head-bandage:,Netral,over thinking sm overwhelmed list or not?:face_with_head-bandage:
"the lost in translate is real:pleading_face: i can't even understand when ppl speak ""dayak melayu"" in here.",Netral,"The missing translation is real: please_face: I can't even understand when ppl talks ""dayy stuff"" here."
