tweet,label,backtranslated_tweet
"kok bisa ""nya sih pada komen asal di lapak ginian:pleading_face:",Negatif,"bagaimana bisa ""dalam komentar asli dalam permainan ini: please_face:"
semangat bestie dan adik:red_heart:,Positif,Semangat dari bestie dan sister: red_heart:
aneh bgt ni orng. emng gabole suami istri staycation di hotel? keknya dan gak pernah stemat staycation ya,Negatif,Bagaimana kalau beberapa orang menginap di hotel?
bismillah hari berikutnya adalah november. bulan lagi tujuan lain kebahagiaan lain yang terlalu banyak berpikir dan neraka lain untuk dilalui.,Netral,Hari berikutnya adalah bulan November tujuan bulan lain adalah kebahagiaan lain terlalu banyak untuk berpikir tentang dan neraka lain untuk melalui.
"baca baca komenan postingan yg imbalan diri setelah gajian malah jadi terlalu banyak berpikir gue, beli barang/holiday ampe puluhan belasan juta, penasaran gue mereka kuliah dimana? kerja apa? lingkungan bagemana? mereka backround? anak siapa? temenna siapa? diasuh seperti apa?",Negatif,"membaca postingan di pos kredit diri setelah gaji sebaliknya menjadi terlalu banyak berpikir saya, membeli barang-barang / hari libur ampe puluhan juta, bertanya-tanya di mana mereka pergi ke perguruan tinggi?"
aku bahkan tidak bisa menangis .....,Negatif,Aku bahkan tidak bisa menangis.
"siapa sebenarnya yang disebut ""ahli"" ini?",Negatif,Siapa sebenarnya yang disebut ahli ini?
"meskipun anda tidak mempercayai saya lagi, saya tidak akan berhenti peduli pada anda, saya masih memperhatikan anda dari jauh.",Positif,"Bahkan jika kau tidak percaya padaku lagi, aku tidak akan berhenti peduli padamu, aku masih melihatmu dari jauh."
harus berlari ke rumah kosong pagi ini dan mendapatkan perusahaan pengeboran sumur air yang saya sewa mulai mengebor sumur. pasokan pdam sekarang tidak dapat diandalkan di sekitar mertanadi dan kontraktor memulai renovasi di sana minggu depan,Netral,Harus lari ke rumah kosong pagi ini dan mendapatkan perusahaan pengeboran air dengan baik yang saya sewa mulai pengeboran sumur persediaan Dham sekarang tidak dapat diandalkan di sekitar Mertanadi dan kontraktor mulai renovasi di sana minggu depan.
artis sejati di pemenang sebenarnya,Netral,Seorang seniman sejati dalam pemenang yang sebenarnya.
"fase move on di bikin nyamaaan ————— udah udah dilupain semua, sekarang fase move on karna dia udah tunangan dimula :) majanya makin kepo makin sakit.",Negatif,"Bergerak pada fase telah membuatnya tampak seperti mantra semakin buruk, sekarang pindah karena dia terlibat:) mantra semakin buruk."
"udah yuk overfinking nya waktunya istirahat, inget besok harus nguli lagi :)",Negatif,"ayo kita mengisi waktu, ingat besok untuk berduka:)"
penyembuhan dengan revitalisasi,Positif,penyembuhan dengan revitalisasi
jadi kepo kan,Netral,Jadi itu saja.
bintaro ga disebut kecuali yang soal stasiun nah 2 stasiun kereta di sana sama sekali tidak lebih buruk dari bsd apalagi alsut bener2 tergantung ke toll :face_with_tears_of_joy: secara harfiah kalo ga ada toll waraf alsut n bsd bakal bakal,Netral,bintaro tidak disebut kecuali itu tentang stasiun Nah 2 stasiun kereta api tidak ada yang lebih buruk daripada bisa apalagi altru benar-benar tergantung pada tol: face_with_hears_of_joy: secara harfiah jika tidak ada perang altru n tidak bisa
"saya sangat merindukan momen ini, bahkan saya telah melakukan berkali -kali selama saya bekerja di saudiah airlines selama dua tahun.",Positif,"Aku rindu saat ini begitu banyak, aku bahkan melakukannya berkali-kali selama dua tahun saya studi penerbangan."
mari menabung bestie,Netral,Mari kita selamatkan bestie.
penyembuhan terbaik adalah pelukan ibu cuma bisa berdoa semoga pelukan ini bisa selalu ada tanpa pernah hilan atuu diambil alih eh eh orang lain,Positif,"obat terbaik adalah pelukan aku hanya bisa berdoa bahwa pelukan ini selalu bisa ada tanpa pernah diambil alih uh, uh, orang lain"
"bestie lemesss, pulkam gak bonceng ayang beb:smiling_face_with_tear:",Negatif,"bestie leesssss, pulkam tidak mengangkat beb:smiling_face_with_them:"
"masih kalem, karena photobook nya hoshi, nanti kalo tiba shua jun minghao bonon jeonghan seungcheol yg muncul baru pusing deh gw bukannya gk sayang hoshi yaaa tp yg pgn dibeli kayaknya lebih pilih yg bias+bias wreckers aja kalo koleksi mah",Netral,"masih tenang, karena buku itu masih tenang, karena buku itu tutup mulut hoshi, saat hua aku tidak suka hoshi ya tapi itu tidak akan dibeli?"
"saya benar -benar hanya berteriak 3 kali, maaf ibu dan ayah jika saya begitu keras",Negatif,"Aku benar-benar hanya berteriak 3 kali, maaf ibu dan ayah jika aku begitu keras"
bus naik ke arah surabaya jadi inget dulu pernah belain nyamperin mantan crush ke surabaya .. jadi kangen :( dia sekarang kabarnya gimana ya,Negatif,"Bus masuk ke arah suraya, jadi ingat bahwa ia digunakan untuk menempel jarinya sekitar mantan naksir Surabaya... sehingga merindukannya."
"namanya juta kulen, yang dah niat ""dapetnya zonk, giliran yang santuy"" dapet jawaban dari sana sini dapet bagus ehe",Positif,"Ini disebut jutaan isi perut, dan itu dimaksudkan untuk menjadi ""zona kejutan, pergantian satuy"" mendapat jawaban dari sana."
santuy di pantuy,Positif,Santuy di pantuy
antri bestie,Netral,Line up bestie
"aku berdoa buat temenku yg hampir tiap hari nemenin naksir telponannya, semoga dia ga diphp. dah itu aja",Positif,"Saya berdoa untuk teman saya yang memiliki naksir di telepon hampir setiap hari, berharap dia tidak mendapatkan panggilan."
"beberapa motorsport journo sebenarnya sibuk mendiskusikan hal -hal yang tidak mereka pahami sama sekali, bahkan dalam bahasa satir. mengambil masalah dengan hukum dan aturan agama dari negara lain. mengapa anda tidak merenungkan apa yang telah dilakukan orang barat [atau pemerintah] terhadap semenanjung? :face_with_hand_over_mouth:",Netral,"Beberapa motorsport journo sebenarnya sibuk mendiskusikan hal-hal yang mereka tidak mengerti sama sekali, bahkan dalam bahasa satir. mengambil masalah dengan hukum dan aturan agama dari negara-negara lain. mengapa kamu tidak memikirkan apa yang dilakukan orang Barat [atau pemerintah] ke semenanjung?: Wajah_dengan_handover_mouth:"
main-main. tidak bisa melakukan vokal menggunakan synth choir sebagai gantinya :penguin:,Netral,main-main. tidak dapat melakukan vokal menggunakan sinth paduan suara sebagai gantinya: penuin:
trus nih yaa si binsah baru main ke bkt itu setelah huru hara ps ms slim :face_with_hand_over_mouth::face_with_hand_over_mouth: itu pun cuma ngendon di kamar lakinya sekali utama ke kamar bestie ga berani utama kear kamar :face_with_hand_over_mouth::face_with_hand_over_mouth:,Negatif,Dan inilah permainan baru binsah untuk bkt itu setelah kerusuhan dari ps langsing: wajah_with_hand_mouth::face_with_handover_mouth: it's just a quickdon in the men's room once to the bestie not the main dare of room:face_with_handover_mouth:face_with_with_handover_over_handover_handmouth:
staycation :hotel:,Netral,staycation: hotel:
halloo .. bandung timur sejuk bangeeet niih .. hayukk healing ... jalan kaki naik tangga ... pastii seruu bangett nih ..,Positif,Hallo... bayangan timur dingin bangeeet niih.. penyembuhan jerami.. berjalan menaiki tangga... pasti hooku mus..
":woman_with_headscarf:: ""kak, laptop charger kakak type c gak?"" :woman_dancing:: ""laptop? engga ~"" seseorang entah dari mana: ""ih raisa menyombongkan diri"" punya penyakit hati apa bang sampe ngira **** lowbatsing hahaha pdhl w nanya kara karage dan charger ketinggalan di kos. kasian:face_with_rolling_eyes::person_shrugging:",Negatif,":woman_with_headscarf: ""kak, laptop charger brother typec no?"": woman_dancing: ""laptop? top? till ~"" someone out of nowhere: ""ih prideful raisa"" has heart kind of heart bang till **** lowbats hah hah hah hahh a carage and charger missed in the brush."
mewujudkan :smiling_face_with_smiling_eyes::winking_face:,Positif,menampilkan:smiling_face_with_smiling_eyes::winking_face:
btob benar -benar tidak pernah memiliki skandal dan ini adalah satu atau yang pertama mereka lakukan dan ini terjadi ?? !! saya bahkan belum melihat knetz bashing ilhoon atau kelompok mengapa dia harus pergi :loudly_crying_face::broken_heart: saya harap dia tidak menyerah pada mimpinya dan terus bersinar karena dia adalah seniman yang luar biasa :pleading_face::sneezing_face:,Negatif,btob benar-benar tidak pernah memiliki skandal dan ini adalah salah satu atau yang pertama mereka lakukan dan ini terjadi?!!! saya bahkan belum pernah melihat knetz memukul ilhoon atau kelompok mengapa ia harus pergi: awan_cry_face:
capek ga sih overhinking terus :crying_face:,Negatif,lelah overhinking terus menangis_face:
"kenapa sih cewe tuh gabisa ke titik aja gitu, pengen ini atuu itu gituh, udh jauh jauh huh.",Negatif,"Mengapa tidak seorang gadis datang ke titik seperti itu, menginginkannya atau itu cara itu, begitu jauh ya."
"saya suka , dan saya sebenarnya sedang dalam proses untuk mendapatkan azuki pertama saya. saya beruntung bertemu dengan salah satu azuki og (yang juga merupakan pemegang ) selama pertemuan terakhir. dan dia menjelaskan kepada saya banyak tentang status saat ini dan saya sangat bullish, comunity :saluting_face:",Positif,"Saya menyukainya, dan sebenarnya saya sedang dalam proses mendapatkan azuki pertama saya saya beruntung bertemu dengan salah satu ogs azuki (yang juga pemegang) selama pertemuan terakhir. dan dia menjelaskan kepada saya banyak tentang status saat ini dan saya sangat blash, komunitas:suting_face:"
"thread cafe:hot_beverage: . q suka bgt nyobain cafe baru setiap kali mau nongkrong (fokus dan menggali ide wkwkwk). masih lebih suka ke yg deket aja sih . nvn urban cafe and store :round_pushpin:denpasar jl. tukad barito no.88 y, renon, denpasar selatan, kota denpasar, bali 80226 . buka: 16.00 - 00.00 wita",Netral,"thread cafe:host_beverage:... q likes to try in a new cafe whenever you want to hang out (focus dan menggali wkkwkwkwkwk). still pres tight anyway. nvn urban cafe and store:round_pushpin:denpasar jl. magaad barito no.88 y, renpaar south, denpasar, backing 80226: 1600 wi.00 wi."
"proyek yang bagus, semoga di masa depan bisa menjadi lebih sukses bagi tim",Positif,"Proyek yang baik, mudah-mudahan di masa depan dapat lebih sukses bagi tim"
santuy kaya di food court,Netral,Sebuah satuy kaya di food court.
"selamat tahun baru semoga semakin bahagia, waras dan sehat selalu banyak **** punya ini itu yg di mau kurang2in sedeh2 + overhinking nya, semangat2 :fire::fire:",Positif,"Selamat Tahun Baru, mari kita bahagia, waras dan sehat, selalu ada banyak."
hey 2020 ini siapa yang staycation sm pacar?,Netral,"Hey, 2020. siapa pacar yang suka menginap itu?"
"yesss .. deeptalk bapak anak ini best banget sih, reyna emang harus sering di kasih pengerttian kayak gini, biar ngga selalu pengen jadi yamaha dan jumawa teros :thumbs_up::thumbs_up::smiling_face_with_hearts:",Positif,"yess.. deeptalks ayah anak ini begitu terbaik meskipun, reyna harus sering dicintai dengan cara ini, tidak selalu ingin menjadi Yamaha dan Ajumawa teros: humbs_up:::::: smiling_face_with_hearts:"
kucing kalian suka kepo gk sih liatin mesin cuci yg lg nyuci baju,Netral,"Kucingmu tidak suka kepo, tapi lihat mesin cuci yang mencuci pakaian."
mungkin di luar sana menjalani hidup tanpa twitter dot com,Netral,Mungkin di luar sana memimpin kehidupan tanpa Twitter dot com.
"tuhan. akutu orgnya gmau kepo, tapi knpa smua infrmsi dtg pdku hs :loudly_crying_face:",Negatif,"Aku tidak ingin pergi, tapi mengapa pelanggaran datang kepada saya hs: keras_crying_face:"
staycation akhir tahun 2020,Netral,akhir staycation dari 2020
"halowwww, mau kasih tau aja barangkali kalian lagi cari outfit ala vintage begini bisa langsung cek ig haran nya di bawah 100k :sparkles::sparkles: baju nya bua udah dicuci dan wangi, bisa langsung dipake buat nongkrong :clinking_glasses:",Netral,"Haloww, apakah Anda ingin tahu bahwa mungkin Anda sedang mencari pakaian vintage seperti ini dapat segera memeriksa haran ig di bawah 100k:sparcles::::sparcles: pakaian telah dicuci dan beraroma, dapat digunakan langsung untuk hang out :cling_glasses:"
"pengen healing aja cukup, otak dan jiwa minta di reset ulanggg biar nampung yg baru muat. kalo bisa diupgrade baru huaaaa",Positif,"Ingin menyembuhkan hanya cukup, otak dan jiwa diminta untuk mereset fit baru."
saya pada titik di mana setiap selfie tunggal yang saya ambil baru -baru ini merasa sangat buruk dan saya merasa sangat tidak menarik,Negatif,Aku berada di titik di mana setiap selfie tunggal yang saya telah diambil baru-baru ini merasa sangat buruk dan saya merasa sangat tidak menarik.
"terakhir terlihat dalam seminggu. baik. kita menjauhlah dulu ya, untuk sementara waktu. atau pasti?",Netral,"Terakhir terlihat dalam seminggu./ Baiklah, jangan ikut campur."
gabisa taruhan sih digituin anaknya langsung terlalu banyak berpikir. mending dimaki2 langsung dah jelasin salahnya dimana timbang dicuekin/dijutekin. asli !!!,Negatif,Tidak bisa bertaruh anaknya berpikir terlalu banyak sekarang ini tentang mengutuk segera jelas itu salah untuk mempertimbangkan diabaikan ini nyata!!!
"dengar .. saya bukan orang yang baik, saya bukan ""orang"" seperti kebanyakan dari anda semua .. jika anda mencari orang dengan perilaku yang baik, semoga senyum yang baik, selalu memiliki energi positif untuk dibagikan. . tentunya saya bukan orangnya. dan tolong berhenti memperbaiki saya seolah saya harus disembuhkan.",Negatif,"Dengar... aku bukan orang yang baik, aku bukan ""orang"" seperti kebanyakan dari kalian... jika kalian mencari orang-orang dengan perilaku yang baik, mungkin senyum yang baik, selalu memiliki energi positif untuk berbagi... tentu saja aku bukan orang itu... dan tolong berhenti memperbaiki aku seperti aku perlu disembuhkan."
saya naksir :black_heart:,Netral,I have a crush on: black_heart:
"pas lg care ke temen (temen loh ya) g temen tu jarang care sy nya. jd .. pas lg care k temen .. kdg temen bs terlalu banyak berpikir .. drey /gil lu atensi tu ngasih sinyal? sy menjawab: maaf, gmn bro? ah hotspot kah ... ok2 paswordnya akuntan999geek .. temen sy: :confounded_face::tired_face:",Negatif,"Ketika Anda melihat teman-teman, Anda dapat berpikir terlalu banyak teman untuk memberikan perhatian?"
"rutinitas ngurusin studio, ngedosen dan nge-guru. pertama kali mimpin persekutuan. akhirnya nge-gig di tempat, bersama teman2nya nadila! ada produksian rilis, demo nyicil2. mengetahui bahwa mungkin saya memiliki masalah kecemasan. tapi keseluruhan minggu yang baik :smiling_face_with_smiling_eyes::thumbs_up:",Positif,studio rutin mengajar dan mengajar ini pertama kalinya aku memimpikan aliansi akhirnya hilang pada tempatnya dengan teman-temannya
setelah buka twitter dan liat yang trending baru inget ini ..soalnya udah 4 hari libur jadi yaa santuy teross,Positif,Setelah membuka tweet dan melihat tren baru diingat sudah empat hari libur jadi yaa satuy tersos
teman saya sakit punggung itu sudah lama,Negatif,Teman saya sakit punggung mereka lama
"buka sosmed isinya lagi pada holiday. entah itu ke dataran tinggi, lautan, mall atau staycation dipenginapan. seru liatnya :slightly_smiling_face: gue? gue sakit. yaa alhamdulillah. makasih kamu yg udah nemenin aku satit disaat panjang panjang gini :white_heart::white_heart:",Positif,"Buka lagi isinya pada hari libur, entah ke dataran tinggi, ke laut, ke mal atau ke tempat tinggal."
waktunya indonesia bagian terlalu banyak berpikir,Negatif,"Ini waktunya, orang Indonesia itu terlalu banyak berpikir."
"bekerja harus profesional bahkan dia temen deket atau udh bestie atau mitra sndiri, kalo salah ya salah klo diomongin blkang gausa peduliin, selagi masi diposisi yg bener babat semua. -kakc",Netral,"Ini harus menjadi profesional. itu salah untuk mengatakan dia peduli, sementara dia berada di posisi yang tepat."
astaghfirullah. bestie jangan gitu.,Negatif,bukanaghfirullah. bukan begitu.
telah disebutkan tentang ini seperti di awal pertama bahkan sebelum mereka menjual tiket itu ... dana cuma ada buat bikin panggung sawer kelurahan mau bikin stadium acara ... ya gini jadinya :smiling_face_with_tear:,Negatif,Hal ini telah disebutkan sebagai awal karena sebelum mereka bahkan menjual tiket... dan itu hanya ada untuk membuat tahap penggergaji ingin panggung panggung... ini adalah bagaimana itu akan menjadi:
"dear 2020 terima kasih atas hari -hari dan waktu yang telah anda berikan, meskipun tahun ini sangat sulit, penuh dengan tantangan, tetapi tahun ini juga mengajari saya bagaimana menjadi kuat dan tangguh untuk apa yang terjadi apa yang telah anda berikan, semoga akan segera diganti dengan sesuatu yang lebih baik:smiling_face_with_halo:",Positif,"Dear 2020 terima kasih untuk hari-hari dan waktu yang telah Anda berikan, meskipun tahun ini sangat sulit, penuh tantangan, tapi tahun ini juga mengajari saya bagaimana menjadi kuat dan sulit untuk apa yang terjadi."
